70,3, 108
63, 108
64, 69
64, 106
64, 109
65, 80
65, 113
65, 115
66, 69
66, 107
66, 114
67, 104
 106
62, 108
63, 84
63, 108
63, 108
64, 69
64, 106
64, 109
65, 80
65, 113
65, 115
66, 69
66, 107
66, 114
67, 104
67, 113
67, 106
68, 114
68, 114
68, 111
69, 111
69, 113
69, 113
70, 108
70, 115
70, 114
71, 113
71, 117
71, 114
72, 116
72, 116
72, 114
73, 113
73, 115
73, 136
74, 105
74, 114
74, 117
75, 114
75, 119
75, 134
76, 115
76, 134
76, 116
77, 117
77, 114
77, 135
78, 116
78, 134
78, 131
79, 101
79, 134
79, 127
80, 135
80, 135
80, 127
81, 127
81, 135
81, 127
82, 134
82, 135
82, 134
83, 134
83, 134
83, 128
84, 128
84, 135
84, 126
85, 127
85, 107
85, 134
86, 100
86, 135
86, 134
87, 135
87, 135
87, 135
88, 135
88, 135
88, 135
89, 134
89, 135
89, 135
90, 134
90, 134
90, 135
91, 135
91, 135
91, 108
92, 134
92, 134
92, 135
93, 93
93, 135
93, 134
94, 135
94, 135
94, 135
95, 135
95, 135
95, 115
96, 134
96, 135
96, 135
97, 107
97, 111
97, 134
98, 111
98, 109
98, 135
99, 113
99, 135
99, 135
100, 109
100, 106
100, 105
101, 117
101, 136
101, 106
102, 105
102, 135
102, 135
103, 109
103, 137
103, 136
104, 136
104, 135
104, 136
105, 100
105, 136
105, 106
106, 136
106, 136
106, 134
107, 136
107, 138
107, 103
108, 137
108, 138
108, 136
109, 78
109, 104
109, 148
110, 147
110, 148
110, 147
111, 147
111, 146
111, 103
112, 116
112, 106
112, 100
113, 84
113, 149
113, 106
114, 147
114, 150
114, 151
115, 147
115, 107
115, 102
116, 164
116, 2164
116, 2164
117, 341
117, 105
117, 105
118, 98
118, 100
118, 102
119, 75
119, 102
119, 2164
120, 2165
120, 530
120, 106
121, 101
121, 106
121, 530
122, 128
122, 530
122, 107
123, 106
123, 530
123, 531
124, 136
124, 528
124, 528
125, 270
125, 529
125, 104
126, 315
126, 528
126, 528
127, 256
127, 529
127, 76
128, 77
128, 76
128, 76
129, 75
129, 78
129, 77
130, 76
130, 77
130, 76
131, 77
131, 77
131, 77
132, 268
132, 530
132, 528
133, 166
133, 166
133, 528
134, 365
134, 141
134, 77
135, 75
135, 76
135, 104
136, 100
136, 528
136, 528
137, 106
137, 103
137, 528
138, 152
138, 529
138, 528
139, 101
139, 101
139, 150
140, 151
140, 149
140, 105
141, 75
141, 155
141, 149
142, 314
142, 104
142, 148
143, 406
143, 529
143, 77
144, 333
144, 528
144, 528
145, 106
145, 530
145, 190
146, 383
146, 529
146, 528
147, 268
147, 530
147, 529
148, 149
148, 122
148, 146
149, 103
149, 142
149, 105
150, 102
150, 106
150, 141
151, 145
151, 132
151, 129
152, 133
152, 146
152, 147
153, 82
153, 145
153, 145
154, 137
154, 135
154, 136
155, 136
155, 134
155, 135
156, 100
156, 130
156, 131
157, 104
157, 129
157, 127
158, 129
158, 129
158, 128
159, 127
159, 129
159, 129
160, 112
160, 128
160, 128
161, 131
161, 129
161, 129
162, 128
162, 128
162, 127
163, 127
163, 128
163, 128
164, 108
164, 125
164, 126
165, 127
165, 127
165, 126
166, 127
166, 128
166, 128
167, 131
167, 129
167, 129
168, 129
168, 127
168, 128
169, 127
169, 121
169, 127
170, 127
170, 127
170, 126
171, 127
171, 127
171, 127
172, 134
172, 128
172, 130
173, 129
173, 116
173, 115
174, 114
174, 131
174, 115
175, 118
175, 122
175, 118
176, 120
176, 127
176, 123
177, 119
177, 125
177, 122
178, 119
178, 126
178, 126
179, 126
179, 129
179, 126
180, 122
180, 121
180, 127
181, 119
181, 120
181, 126
180, 126
180, 127
180, 126
179, 127
179, 126
179, 126
178, 126
178, 126
178, 126
177, 126
177, 127
177, 126
176, 128
176, 127
176, 133
175, 136
175, 131
175, 130
174, 132
174, 128
174, 127
173, 126
173, 127
173, 127
172, 126
172, 127
172, 126
171, 126
171, 126
171, 125
170, 2165
170, 148
170, 126
169, 128
169, 128
169, 127
168, 127
168, 128
168, 127
167, 101
167, 127
167, 127
166, 126
166, 127
166, 127
165, 128
165, 131
165, 130
164, 127
164, 128
164, 127
163, 128
163, 128
163, 126
162, 128
162, 127
162, 129
161, 128
161, 128
161, 128
160, 131
160, 132
160, 129
159, 127
159, 128
159, 128
158, 127
158, 128
158, 130
157, 129
157, 131
157, 131
156, 121
156, 132
156, 138
155, 354
155, 529
155, 530
154, 305
154, 529
154, 529
153, 178
153, 528
153, 528
152, 273
152, 530
152, 529
151, 216
151, 529
151, 528
150, 532
150, 528
150, 122
149, 367
149, 135
149, 528
148, 304
148, 529
148, 529
147, 308
147, 530
147, 529
146, 106
146, 529
146, 189
145, 344
145, 528
145, 167
144, 172
144, 121
144, 168
143, 100
143, 529
143, 103
142, 182
142, 77
142, 77
141, 77
141, 77
141, 77
140, 78
140, 528
140, 528
139, 179
139, 104
139, 529
138, 106
138, 529
138, 106
137, 107
137, 105
137, 104
136, 104
136, 100
136, 102
135, 101
135, 108
135, 104
134, 171
134, 106
134, 99
133, 84
133, 104
133, 100
132, 75
132, 101
132, 101
131, 89
131, 108
131, 80
130, 79
130, 81
130, 81
129, 102
129, 105
129, 108
128, 107
128, 102
128, 101
127, 102
127, 99
127, 101
126, 99
126, 105
126, 101
125, 100
125, 103
125, 109
124, 98
124, 101
124, 100
123, 74
123, 102
123, 105
122, 76
122, 102
122, 106
121, 98
121, 106
121, 184
120, 182
120, 185
120, 106
119, 104
119, 2164
119, 2164
118, 74
118, 149
118, 100
117, 148
117, 148
117, 147
116, 101
116, 148
116, 149
115, 100
115, 148
115, 148
114, 149
114, 150
114, 149
113, 147
113, 137
113, 138
112, 147
112, 140
112, 137
111, 148
111, 138
111, 138
110, 116
110, 137
110, 139
109, 136
109, 135
109, 137
108, 136
108, 136
108, 136
107, 136
107, 135
107, 136
106, 137
106, 135
106, 136
105, 136
105, 135
105, 136
104, 109
104, 135
104, 137
103, 136
103, 134
103, 135
102, 135
102, 137
102, 136
101, 136
101, 135
101, 135
100, 136
100, 135
100, 137
99, 135
99, 135
99, 136
98, 136
98, 136
98, 134
97, 137
97, 135
97, 136
96, 105
96, 108
96, 107
95, 102
95, 135
95, 136
94, 135
94, 135
94, 105
93, 100
93, 134
93, 106
92, 134
92, 136
92, 107
91, 136
91, 135
91, 135
90, 134
90, 134
90, 105
89, 93
89, 134
89, 128
88, 134
88, 127
88, 135
87, 135
87, 135
87, 135
86, 134
86, 134
86, 134
85, 135
85, 128
85, 134
84, 136
84, 135
84, 135
83, 129
83, 115
83, 126
82, 86
82, 135
82, 135
81, 135
81, 117
81, 116
80, 117
80, 116
80, 115
79, 115
79, 120
79, 114
78, 114
78, 115
78, 118
77, 114
77, 114
77, 115
76, 110
76, 114
76, 117
75, 113
75, 114
75, 119
74, 115
74, 115
74, 115
73, 117
73, 112
73, 113
72, 114
72, 116
72, 120
71, 112
71, 113
71, 114
70, 111
70, 116
70, 113
69, 77
69, 111
69, 113
68, 101
68, 113
68, 111
67, 111
67, 109
67, 101
66, 110
66, 106
66, 112
65, 108
65, 108
65, 107
64, 108
64, 109
64, 110
63, 107
63, 106
63, 105
62, 105
62, 106
62, 105
61, 105
61, 107
61, 105
60, 109
60, 105
60, 106
59, 107
59, 106
59, 104
58, 106
58, 107
58, 106
57, 104
57, 104
57, 106
56, 103
56, 104
56, 107
55, 73
55, 106
55, 106
54, 89
54, 106
54, 106
53, 97
53, 105
53, 104
52, 105
52, 104
52, 105
51, 104
51, 105
51, 104
50, 106
50, 105
50, 103
49, 103
49, 105
49, 104
48, 104
48, 105
48, 105
47, 106
47, 104
47, 105
46, 103
46, 105
46, 106
45, 106
45, 104
45, 105
44, 104
44, 106
44, 104
43, 104
43, 105
43, 104
42, 104
42, 104
42, 105
41, 105
41, 104
41, 104
40, 106
40, 106
40, 105
39, 104
39, 105
39, 105
38, 95
38, 105
38, 105
37, 103
37, 105
37, 104
36, 103
36, 104
36, 105
35, 94
35, 104
35, 104
34, 104
34, 104
34, 103
33, 105
33, 104
33, 104
32, 106
32, 105
32, 106
31, 105
31, 104
31, 106
30, 106
30, 105
30, 103
29, 105
29, 106
29, 106
28, 106
28, 106
28, 106
27, 105
27, 104
27, 105
26, 106
26, 104
26, 105
25, 105
25, 107
25, 106
24, 106
24, 107
24, 105
23, 105
23, 106
23, 107
22, 104
22, 104
22, 106
21, 104
21, 106
21, 106
20, 104
20, 105
20, 107
19, 107
19, 104
19, 106
18, 107
18, 104
18, 108
17, 106
17, 106
17, 106
16, 107
16, 106
16, 107
15, 109
15, 106
15, 107
14, 107
14, 106
14, 107
13, 106
13, 106
13, 109
12, 107
12, 106
12, 106
11, 105
11, 107
11, 110
10, 109
10, 110
10, 108
9, 113
9, 108
9, 109
8, 105
8, 108
8, 109
7, 115
7, 106
7, 110
6, 109
6, 108
6, 109
5, 107
5, 107
5, 110
4, 121
4, 120
4, 108
3, 107
3, 110
3, 120
2, 108
2, 119
2, 119
1, 107
1, 119
1, 120
0, 118
0, 120
0, 119
1, 77
1, 119
1, 120
2, 76
2, 120
2, 109
3, 106
3, 118
3, 111
4, 120
4, 108
4, 106
5, 107
5, 107
5, 106
6, 108
6, 106
6, 107
7, 118
7, 111
7, 108
8, 109
8, 110
8, 106
9, 110
9, 108
9, 107
10, 107
10, 108
10, 107
11, 107
11, 108
11, 107
12, 105
12, 109
12, 105
13, 99
13, 106
13, 105
14, 87
14, 106
14, 106
15, 86
15, 106
15, 107
16, 76
16, 107
16, 106
17, 82
17, 104
17, 105
18, 88
18, 107
18, 105
19, 88
19, 105
19, 105
20, 80
20, 104
20, 105
21, 70
21, 106
21, 105
22, 90
22, 105
22, 106
23, 84
23, 106
23, 104
24, 80
24, 105
24, 105
25, 86
25, 106
25, 104
26, 88
26, 105
26, 105
27, 89
27, 105
27, 105
28, 83
28, 106
28, 106
29, 88
29, 104
29, 106
30, 66
30, 105
30, 105
31, 103
31, 104
31, 105
32, 88
32, 104
32, 104
33, 65
33, 104
33, 105
34, 87
34, 105
34, 105
35, 87
35, 105
35, 104
36, 91
36, 104
36, 104
37, 89
37, 103
37, 105
38, 97
38, 105
38, 104
39, 86
39, 104
39, 104
40, 63
40, 105
40, 104
41, 86
41, 104
41, 106
42, 85
42, 104
42, 104
43, 90
43, 105
43, 104
44, 91
44, 103
44, 105
45, 80
45, 103
45, 104
46, 91
46, 104
46, 105
47, 100
47, 105
47, 104
48, 73
48, 104
48, 106
49, 104
49, 104
49, 104
50, 104
50, 104
50, 105
51, 105
51, 106
51, 105
52, 105
52, 105
52, 103
53, 106
53, 104
53, 104
54, 106
54, 106
54, 105
55, 104
55, 107
55, 107
56, 106
56, 105
56, 104
57, 106
57, 107
57, 108
58, 106
58, 106
58, 108
59, 106
59, 109
59, 108
60, 106
60, 109
60, 107
61, 106
61, 106
61, 108
62, 104
62, 107
62, 106
63, 104
63, 113
63, 116
64, 105
64, 108
64, 110
65, 111
65, 107
65, 109
66, 107
66, 114
66, 77
67, 113
67, 106
67, 108
68, 110
68, 113
68, 107
69, 109
69, 115
69, 120
70, 106
70, 114
70, 115
71, 113
71, 115
71, 114
72, 96
72, 115
72, 116
73, 86
73, 114
73, 117
74, 115
74, 115
74, 114
75, 115
75, 119
75, 115
76, 135
76, 115
76, 113
77, 115
77, 115
77, 135
78, 134
78, 135
78, 134
79, 117
79, 134
79, 134
80, 134
80, 134
80, 134
81, 134
81, 134
81, 135
82, 90
82, 135
82, 134
83, 135
83, 137
83, 134
84, 135
84, 135
84, 135
85, 117
85, 135
85, 135
86, 135
86, 134
86, 134
87, 135
87, 135
87, 105
88, 134
88, 135
88, 135
89, 98
89, 134
89, 134
90, 135
90, 135
90, 136
91, 135
91, 135
91, 107
92, 134
92, 106
92, 135
93, 104
93, 134
93, 134
94, 134
94, 135
94, 134
95, 135
95, 105
95, 136
96, 122
96, 136
96, 134
97, 135
97, 134
97, 135
98, 135
98, 108
98, 135
99, 135
99, 135
99, 135
100, 135
100, 135
100, 134
101, 138
101, 136
101, 134
102, 136
102, 137
102, 135
103, 135
103, 135
103, 134
104, 137
104, 136
104, 136
105, 137
105, 136
105, 135
106, 136
106, 137
106, 101
107, 136
107, 136
107, 107
108, 136
108, 137
108, 135
109, 97
109, 102
109, 108
110, 79
110, 105
110, 101
111, 97
111, 103
111, 103
112, 80
112, 135
112, 146
113, 148
113, 102
113, 137
114, 150
114, 103
114, 148
115, 148
115, 148
115, 148
116, 148
116, 2164
116, 531
117, 124
117, 148
117, 2164
118, 349
118, 109
118, 109
119, 78
119, 104
119, 2164
120, 389
120, 103
120, 101
121, 80
121, 102
121, 529
122, 104
122, 103
122, 528
123, 103
123, 105
123, 104
124, 202
124, 528
124, 529
125, 77
125, 76
125, 76
126, 306
126, 214
126, 528
127, 107
127, 205
127, 210
128, 105
128, 397
128, 216
129, 281
129, 2164
129, 531
130, 103
130, 77
130, 77
131, 77
131, 530
131, 530
132, 154
132, 103
132, 104
133, 75
133, 107
133, 168
134, 165
134, 108
134, 168
135, 166
135, 167
135, 205
136, 108
136, 101
136, 64
137, 105
137, 529
137, 528
138, 114
138, 147
138, 148
139, 147
139, 148
139, 528
140, 165
140, 529
140, 528
141, 214
141, 127
141, 528
142, 104
142, 528
142, 152
143, 149
143, 527
143, 528
144, 102
144, 106
144, 106
145, 101
145, 529
145, 102
146, 240
146, 148
146, 146
147, 147
147, 145
147, 103
148, 100
148, 107
148, 149
149, 75
149, 108
149, 145
150, 147
150, 146
150, 107
151, 108
151, 146
151, 146
152, 141
152, 146
152, 142
153, 145
153, 144
153, 146
154, 146
154, 130
154, 132
155, 105
155, 131
155, 128
156, 132
156, 132
156, 133
157, 140
157, 145
157, 141
158, 138
158, 145
158, 132
159, 128
159, 129
159, 127
160, 128
160, 128
160, 128
161, 128
161, 127
161, 128
162, 133
162, 129
162, 129
163, 130
163, 131
163, 135
164, 132
164, 131
164, 131
165, 94
165, 127
165, 128
166, 128
166, 127
166, 126
167, 128
167, 127
167, 129
168, 128
168, 128
168, 128
169, 103
169, 128
169, 130
170, 128
170, 129
170, 129
171, 128
171, 130
171, 128
172, 128
172, 128
172, 129
173, 127
173, 128
173, 127
174, 127
174, 130
174, 133
175, 128
175, 127
175, 128
176, 126
176, 126
176, 127
177, 126
177, 126
177, 126
178, 119
178, 120
178, 128
179, 126
179, 127
179, 128
180, 117
180, 118
180, 118
181, 125
181, 125
181, 126
180, 101
180, 126
180, 126
179, 120
179, 128
179, 129
178, 128
178, 128
178, 129
177, 100
177, 126
177, 127
176, 128
176, 130
176, 128
175, 128
175, 129
175, 128
174, 129
174, 129
174, 131
173, 87
173, 128
173, 128
172, 126
172, 127
172, 127
171, 132
171, 131
171, 128
170, 129
170, 129
170, 128
169, 125
169, 129
169, 128
168, 130
168, 128
168, 128
167, 128
167, 130
167, 131
166, 128
166, 128
166, 127
